DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
03/12/2016,14:10,MANHATTAN,10013,40.7256734,-74.0057798,"(40.725673, -74.00578)",VARICK STREET,SPRING STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405175,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/13/2016,18:30,MANHATTAN,10007,40.7152372,-74.0133794,"(40.715237, -74.013379)",WEST STREET,MURRAY STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405176,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/14/2016,10:50,MANHATTAN,10038,40.706408,-74.004559,"(40.706408, -74.004559)",JOHN STREET,FRONT STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405177,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
03/14/2016,10:20,,,,,,WATER STREET,FULTON STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405178,PASSENGER VEHICLE,,,,
03/14/2016,14:30,MANHATTAN,10005,40.7044701,-74.0062901,"(40.70447, -74.00629)",,,120 WALL STREET,0,0,0,0,0,0,0,0,,,,,,3405179,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/14/2016,9:20,,,,,,BARCLAY STREET,GREENWICH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405180,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/14/2016,10:30,MANHATTAN,10013,40.7242759,-74.0113536,"(40.724276, -74.011354)",WEST STREET,WATTS STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405181,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/14/2016,23:05,MANHATTAN,10007,40.7149466,-74.0096819,"(40.714947, -74.009682)",WARREN STREET,WEST BROADWAY,,1,0,1,0,0,0,0,0,Pavement Slippery,,,,,3405182,PASSENGER VEHICLE,,,,
03/14/2016,8:00,MANHATTAN,10013,40.7193963,-74.0018831,"(40.719396, -74.001883)",CANAL STREET,BROADWAY,,0,0,0,0,0,0,0,0,,,,,,3405183,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/14/2016,11:10,MANHATTAN,10007,40.7144796,-74.013556,"(40.71448, -74.013556)",WEST STREET,BARCLAY STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405184,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/15/2016,0:20,MANHATTAN,10007,40.7149276,-74.0079396,"(40.714928, -74.00794)",CHAMBERS STREET,CHURCH STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,,,,3405185,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/14/2016,12:26,,,,,,CANAL STREET,HUDSON STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,,,,3405186,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/14/2016,9:00,MANHATTAN,10013,40.7223244,-74.0117465,"(40.722324, -74.011746)",WEST STREET,LAIGHT STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3405187,PASSENGER VEHICLE,VAN,,,
03/14/2016,12:49,MANHATTAN,10013,40.7213532,-74.0046358,"(40.721353, -74.004636)",CANAL STREET,WEST BROADWAY,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405188,PASSENGER VEHICLE,,,,
03/14/2016,13:07,MANHATTAN,10013,40.7264365,-74.0056572,"(40.726437, -74.005657)",VANDAM STREET,VARICK STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405189,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/15/2016,8:04,MANHATTAN,10006,40.7076833,-74.0156791,"(40.707683, -74.015679)",WEST STREET,WEST THAMES STREET,,0,0,0,0,0,0,0,0,,,,,,3405190,PASSENGER VEHICLE,,,,
03/14/2016,13:18,MANHATTAN,10006,40.7098381,-74.0148211,"(40.709838, -74.014821)",WEST STREET,ALBANY STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405191,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/15/2016,14:00,MANHATTAN,10004,40.7035777,-74.0115954,"(40.703578, -74.011595)",BROAD STREET,BRIDGE STREET,,0,0,0,0,0,0,0,0,,,,,,3405192,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
03/15/2016,9:00,MANHATTAN,10007,40.7130557,-74.0072251,"(40.713056, -74.007225)",BROADWAY,MURRAY STREET,,0,0,0,0,0,0,0,0,,,,,,3405193,PASSENGER VEHICLE,,,,
03/14/2016,21:30,MANHATTAN,10012,40.7252508,-74.0033769,"(40.725251, -74.003377)",SULLIVAN STREET,SPRING STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405194,PASSENGER VEHICLE,BICYCLE,,,
03/16/2016,1:05,MANHATTAN,10013,40.7199041,-74.002601,"(40.719904, -74.002601)",CANAL STREET,MERCER STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405195,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/14/2016,14:27,MANHATTAN,10013,40.7168711,-74.0040258,"(40.716871, -74.004026)",BROADWAY,LEONARD STREET,,0,0,0,0,0,0,0,0,,,,,,3405196,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/14/2016,16:00,,,,,,CANAL STREET,HUDSON STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3405197,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/14/2016,17:00,MANHATTAN,10007,40.7125314,-74.0076652,"(40.712531, -74.007665)",BROADWAY,PARK PLACE,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405198,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/14/2016,21:15,MANHATTAN,10013,40.7264365,-74.0056572,"(40.726437, -74.005657)",VARICK STREET,VANDAM STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3405200,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/15/2016,9:08,MANHATTAN,10013,40.7232799,-74.0079839,"(40.72328, -74.007984)",HUDSON STREET,DESBROSSES STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,,,,3405201,PASSENGER VEHICLE,,,,
03/15/2016,9:30,MANHATTAN,10005,40.7075467,-74.0099513,"(40.707547, -74.009951)",,,20 PINE STREET,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3405202,PASSENGER VEHICLE,OTHER,,,
03/15/2016,9:35,MANHATTAN,10007,40.7130557,-74.0072251,"(40.713056, -74.007225)",MURRAY STREET,BROADWAY,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405203,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/16/2016,8:03,,,,,,,,,1,0,0,0,0,0,2,0,Obstruction/Debris,Obstruction/Debris,,,,3405199,BICYCLE,OTHER,,,
03/15/2016,11:15,MANHATTAN,10013,40.7219956,-74.0029727,"(40.721996, -74.002973)",GRAND STREET,WOOSTER STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405204,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
03/16/2016,17:10,MANHATTAN,10013,40.7233076,-74.00298,"(40.723308, -74.00298)",BROOME STREET,WEST BROADWAY,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3405205,PASSENGER VEHICLE,,,,
03/16/2016,0:00,MANHATTAN,10013,40.7203761,-74.0032612,"(40.720376, -74.003261)",CANAL STREET,GREENE STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3405206,PASSENGER VEHICLE,,,,
03/16/2016,15:36,MANHATTAN,10013,40.7194456,-74.0061364,"(40.719446, -74.006136)",WHITE STREET,WEST BROADWAY,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3405207,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/16/2016,19:20,MANHATTAN,10007,40.7149276,-74.0079396,"(40.714928, -74.00794)",CHAMBERS STREET,CHURCH STREET,,0,0,0,0,0,0,0,0,Illness,Illness,,,,3405208,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/16/2016,0:00,MANHATTAN,10005,40.7067235,-74.0067808,"(40.706724, -74.006781)",MAIDEN LANE,PEARL STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,,,,3405209,PASSENGER VEHICLE,,,,
03/08/2016,8:25,,,,,,SPRING STREET,AVENUE OF THE AMERICAS,,1,0,1,0,0,0,0,0,Unspecified,,,,,3405210,OTHER,,,,
03/16/2016,23:25,,,,,,AVENUE OF THE AMERICAS,CANAL STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405211,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/17/2016,8:35,MANHATTAN,10007,40.7152351,-74.0054181,"(40.715235, -74.005418)",DUANE STREET,BROADWAY,,0,0,0,0,0,0,0,0,Outside Car Distraction,Outside Car Distraction,,,,3405212,PASSENGER VEHICLE,,,,
03/17/2016,10:05,,,,,,CANAL STREET,AVENUE OF THE AMERICAS,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405213,PASSENGER VEHICLE,,,,
03/17/2016,14:40,MANHATTAN,10013,40.7170768,-74.006248,"(40.717077, -74.006248)",WORTH STREET,CHURCH STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405214,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/17/2016,16:55,MANHATTAN,10038,40.7102203,-74.0077442,"(40.71022, -74.007744)",FULTON STREET,NASSAU STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405215,PASSENGER VEHICLE,,,,
03/17/2016,20:23,MANHATTAN,10012,40.7217925,-73.9998521,"(40.721793, -73.999852)",BROOME STREET,BROADWAY,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405216,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/17/2016,22:50,MANHATTAN,10004,40.7029601,-74.0115051,"(40.70296, -74.011505)",BROAD STREET,WATER STREET,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Reaction to Other Uninvolved Vehicle,,,,3405217,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,4:45,MANHATTAN,10012,40.7257724,-74.0008984,"(40.725772, -74.000898)",PRINCE STREET,WEST BROADWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3405218,PASSENGER VEHICLE,,,,
03/18/2016,12:10,MANHATTAN,10005,40.7067235,-74.0067808,"(40.706724, -74.006781)",MAIDEN LANE,PEARL STREET,,0,0,0,0,0,0,0,0,,,,,,3405219,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
03/18/2016,16:00,MANHATTAN,10013,40.7230249,-74.0023594,"(40.723025, -74.002359)",,,486 BROOME STREET,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3405220,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
03/18/2016,16:20,MANHATTAN,10013,40.7199041,-74.002601,"(40.719904, -74.002601)",CANAL STREET,MERCER STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3405221,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,14:00,MANHATTAN,10013,40.7231208,-74.0062341,"(40.723121, -74.006234)",VARICK STREET,GRAND STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3405222,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/19/2016,10:00,MANHATTAN,10006,40.7084958,-74.0153438,"(40.708496, -74.015344)",WEST STREET,RECTOR STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405223,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,17:00,MANHATTAN,10280,40.7088306,-74.0161987,"(40.708831, -74.016199)",,,200 RECTOR PLACE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405224,MOTORCYCLE,OTHER,,,
03/19/2016,12:07,MANHATTAN,10013,40.7176614,-74.0075359,"(40.717661, -74.007536)",WEST BROADWAY,WORTH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405225,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/19/2016,19:00,MANHATTAN,10038,40.7068526,-74.0050027,"(40.706853, -74.005003)",WATER STREET,JOHN STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3405226,PASSENGER VEHICLE,,,,
03/19/2016,13:45,MANHATTAN,10012,40.7269334,-73.999917,"(40.726933, -73.999917)",WEST BROADWAY,WEST HOUSTON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405227,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/19/2016,14:35,MANHATTAN,10013,40.7204364,-74.0066956,"(40.720436, -74.006696)",BEACH STREET,VARICK STREET,,0,0,0,0,0,0,0,0,,,,,,3405228,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/19/2016,18:55,MANHATTAN,10013,40.7237466,-74.0061151,"(40.723747, -74.006115)",WATTS STREET,VARICK STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405229,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/20/2016,16:15,,,,,,WEST STREET,BROOKLYN BATTERY TUNNEL,,0,0,0,0,0,0,0,0,,,,,,3405230,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/25/2014,13:10,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3125613,OTHER,LARGE COM VEH(6 OR MORE TIRES),,,
11/18/2014,17:51,,,,,,BRUCKNER BOULEVARD,BRYANT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2826167,PASSENGER VEHICLE,UNKNOWN,,,
11/12/2014,18:00,,,,,,QUEENS PLAZA NORTH,CRESCENT STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,2822650,TAXI,TAXI,,,
09/22/2013,8:25,,,,,,CITY ISLAND ROAD,SHORE ROAD,,1,0,0,0,0,0,1,0,Unspecified,,,,,91164,PASSENGER VEHICLE,,,,
09/21/2013,15:00,,,,,,,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,2873349,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/20/2013,8:00,,,,,,,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,2913590,PASSENGER VEHICLE,BUS,,,
09/19/2013,10:45,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2889223,PASSENGER VEHICLE,UNKNOWN,,,
09/17/2013,23:05,,,,,,,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3090324,PASSENGER VEHICLE,OTHER,,,
09/16/2013,10:30,,,,,,VICTORY BOULEVARD,AUBURN AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,291417,VAN,PASSENGER VEHICLE,,,
09/15/2013,0:36,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2919186,PICK-UP TRUCK,PASSENGER VEHICLE,,,
09/13/2013,21:53,,,,,,,,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,2913573,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
09/12/2013,17:00,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3045836,LIVERY VEHICLE,PASSENGER VEHICLE,,,
09/12/2013,18:10,,,,,,,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,2927610,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/12/2013,22:00,,,,,,KINGS HIGHWAY,AVENUE I,,0,0,0,0,0,0,0,0,Unspecified,,,,,128586,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/12/2013,22:00,,,,,,FLATBUSH AVENUE,LINCOLN ROAD,,1,0,1,0,0,0,0,0,Passenger Distraction,,,,,154750,PASSENGER VEHICLE,,,,
07/08/2013,14:00,,,,,,BAY RIDGE PARKWAY,7 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,143134,TAXI,PASSENGER VEHICLE,,,
07/07/2013,22:00,,,,,,,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3045631,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/04/2013,23:55,,,,,,,,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,2879499,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/01/2013,13:45,,,,,,,,W 230 ST & RIVERDALE AVE (GAS STATION),0,0,0,0,0,0,0,0,Unspecified,,,,,108419,PASSENGER VEHICLE,,,,
06/30/2013,0:10,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2976311,PASSENGER VEHICLE,UNKNOWN,,,
06/30/2013,13:04,,,,,,,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3023719,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/30/2013,19:45,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2873254,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/28/2013,13:40,,,,,,JAMAICA AVENUE,148 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,211186,PASSENGER VEHICLE,,,,
06/27/2013,14:20,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2988367,LARGE COM VEH(6 OR MORE TIRES),SMALL COM VEH(4 TIRES),,,
06/24/2013,19:10,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2855151,BUS,PASSENGER VEHICLE,,,
06/22/2013,18:48,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2913273,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/21/2013,22:58,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2957647,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2013,9:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2919067,OTHER,OTHER,,,
06/16/2013,20:00,,,,,,,,OPPOSITE: 209-34 NORTHERN BOULEVARD,1,0,1,0,0,0,0,0,Unspecified,,,,,262079,UNKNOWN,,,,
06/14/2013,14:33,,,,,,ALBEMARLE ROAD,FLATBUSH AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,150206,UNKNOWN,,,,
06/13/2013,8:15,,,,,,ASTORIA BOULEVARD,35 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,276346,PASSENGER VEHICLE,,,,
06/12/2013,15:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2836883,PICK-UP TRUCK,PICK-UP TRUCK,,,
06/11/2013,9:30,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,2913227,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
06/10/2013,10:05,,,,,,MOTT AVENUE,CORNAGA AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,203020,SPORT UTILITY / STATION WAGON,,,,
06/10/2013,14:45,,,,,,,,,1,0,0,0,0,0,1,0,Unspecified,,,,,2864700,PASSENGER VEHICLE,,,,
06/08/2013,9:50,,,,,,94 STREET,GCP,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,282301,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/05/2013,23:16,,,,,,,,,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,2913202,PASSENGER VEHICLE,,,,
06/03/2013,13:20,,,,,,,,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,2913189,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
06/02/2013,11:57,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2957612,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/31/2013,16:05,,,,,,,,,0,0,0,0,0,0,0,0,Pavement Defective,Pavement Defective,,,,3045495,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
05/31/2013,17:35,,,,,,,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,2913182,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/05/2013,17:20,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2879304,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/04/2013,11:45,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,2918951,UNKNOWN,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/04/2013,18:41,,,,,,69 STREET,LIE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,215571,LIVERY VEHICLE,PASSENGER VEHICLE,,,
01/14/2013,20:55,,,,,,CORNAGA AVENUE,MOTT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,202659,PASSENGER VEHICLE,,,,
01/13/2013,19:00,,,,,,,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,2940774,OTHER,UNKNOWN,,,
10/24/2012,7:15,,,,,,,,,1,0,0,0,0,0,1,0,Other Vehicular,Unspecified,,,,2848537,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/28/2015,0:20,,,,,,HUDSON STREET,CANAL STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3266114,PASSENGER VEHICLE,UNKNOWN,,,
07/27/2014,19:10,QUEENS,11374,40.7319494,-73.8634231,"(40.731949, -73.863423)",JUNCTION BOULEVARD,62 DRIVE,,0,0,0,0,0,0,0,0,Prescription Medication,Failure to Yield Right-of-Way,,,,1000064,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/20/2016,0:30,MANHATTAN,10013,40.7194676,-74.0043723,"(40.719468, -74.004372)",WALKER STREET,CHURCH STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405231,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/20/2016,18:30,MANHATTAN,10006,40.7084958,-74.0153438,"(40.708496, -74.015344)",WEST STREET,RECTOR STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,,,,3405232,PASSENGER VEHICLE,,,,
03/18/2016,20:36,,,,,,CANAL STREET,WEST STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405233,,,,,
03/21/2016,8:00,MANHATTAN,10013,40.7243752,-74.0056931,"(40.724375, -74.005693)",,,554 BROOME STREET,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405234,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
03/21/2016,8:30,MANHATTAN,10048,40.7136919,-74.0137542,"(40.713692, -74.013754)",WEST STREET,VESEY STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405235,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/27/2014,16:00,QUEENS,11375,40.7223139,-73.8389756,"(40.722314, -73.838976)",71 ROAD,112 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,1000066,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
07/26/2014,7:30,QUEENS,11374,40.7342733,-73.8625956,"(40.734273, -73.862596)",97 STREET,HORACE HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,1000067,VAN,SPORT UTILITY / STATION WAGON,,,
07/27/2014,16:32,QUEENS,11412,40.6985662,-73.769574,"(40.698566, -73.769574)",WOOD STREET,ILION AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,1000068,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
07/27/2014,21:00,QUEENS,11434,40.6753136,-73.7771386,"(40.675314, -73.777139)",GUY R BREWER BOULEVARD,132 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,1000069,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/21/2016,6:00,MANHATTAN,10004,40.7054031,-74.0099871,"(40.705403, -74.009987)",,,23 WILLIAM STREET,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405236,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/21/2016,14:00,MANHATTAN,10005,40.7069402,-74.0090062,"(40.70694, -74.009006)",PINE STREET,WILLIAM STREET,,0,0,0,0,0,0,0,0,,,,,,3405237,VAN,PASSENGER VEHICLE,,,
03/06/2016,2:15,MANHATTAN,10005,40.7051837,-74.0073938,"(40.705184, -74.007394)",WATER STREET,WALL STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3405238,PASSENGER VEHICLE,,,,
03/21/2016,12:00,MANHATTAN,10005,40.7061417,-74.0060197,"(40.706142, -74.00602)",MAIDEN LANE,WATER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405240,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,9:00,MANHATTAN,10013,40.7213228,-74.0083444,"(40.721323, -74.008344)",HUBERT STREET,HUDSON STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405241,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/21/2016,22:30,MANHATTAN,10014,40.7278775,-74.0054264,"(40.727878, -74.005426)",VARICK STREET,KING STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3405242,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/16/2016,11:30,MANHATTAN,10007,40.7155203,-74.0092383,"(40.71552, -74.009238)",WEST BROADWAY,CHAMBERS STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405243,SMALL COM VEH(4 TIRES),VAN,,,
03/22/2016,7:30,MANHATTAN,10007,40.7135578,-74.0090324,"(40.713558, -74.009032)",,,118 CHURCH STREET,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405244,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/22/2016,12:45,MANHATTAN,10005,40.7061417,-74.0060197,"(40.706142, -74.00602)",MAIDEN LANE,WATER STREET,,0,0,0,0,0,0,0,0,,,,,,3405245,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
